PMID,Genes,Mutations,Diseases,Chemicals,Species,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
31768644,No Data,No Data,No Data,Azo dyes>MESH:D001391;azo dyes>MESH:D001391;Reactive Black 5>MESH:C063421;RB5>MESH:C063421;Remazol Brilliant Violet 5R>MESH:C111247;RV5>MESH:C111247;Reactive Orange 16>MESH:C483723;RO16>MESH:C483723,Halomonas sp>1486246,Azo dyes decolorization under high alkalinity and salinity conditions by Halomonas sp. in batch and packed bed reactor,"Montañez-Barragán B, Sanz-Martín JL, Gutiérrez-Macías P, Morato-Cerro A, Rodríguez-Vázquez R, Barragán-Huerta BE.",Extremophiles. 2020 Mar;24(2):239-247. doi: 10.1007/s00792-019-01149-w. Epub 2019 Nov 25.,Montañez-Barragán B,Extremophiles,2020,2019/11/27,,,10.1007/s00792-019-01149-w
19050822,NapB>63908,No Data,No Data,nitrate>MESH:D009566;napA>-;saline>MESH:D012965,No Data,Respiratory and dissimilatory nitrate-reducing communities from an extreme saline alkaline soil of the former lake Texcoco (Mexico),"Alcántara-Hernández RJ, Valenzuela-Encinas C, Marsch R, Dendooven L.",Extremophiles. 2009 Jan;13(1):169-78. doi: 10.1007/s00792-008-0207-1. Epub 2008 Dec 3.,Alcántara-Hernández RJ,Extremophiles,2009,2008/12/04,,,10.1007/s00792-008-0207-1
27503443,,,,,,"Corrigendum to ""Alkaline bioleaching of municipal solid waste incineration fly ash by autochthonous extremophiles"" [Chemosphere vol. 160 (2016) 54-61]","Ramanathan T, Ting YP.",Chemosphere. 2016 Dec;164:692. doi: 10.1016/j.chemosphere.2016.07.084. Epub 2016 Aug 5.,Ramanathan T,Chemosphere,2016,2016/08/10,,,10.1016/j.chemosphere.2016.07.084
30701281,No Data,No Data,Streptococcus thermophilus LMD-9 and Lactobacillus rhamnosus GG>MESH:C537267,bile salts>MESH:D001647;Bile Esculin Azide medium>-;BEA>-;salt>MESH:D012492;NaCl>MESH:D012965,Streptococcus macedonicus>59310;S. macedonicus>59310;LGG>568703;S. macedonicus ACA-DC-198>1116231;LMD-9>322159;LGG strain>568703,Streptococcus macedonicus strains isolated from traditional fermented milks: resistance to gastrointestinal environment and adhesion ability,"Khaldi TEM, Kebouchi M, Soligot C, Gomri MA, Kharroub K, Le Roux Y, Roux E.",Appl Microbiol Biotechnol. 2019 Mar;103(6):2759-2771. doi: 10.1007/s00253-019-09651-z. Epub 2019 Jan 30.,Khaldi TEM,Appl Microbiol Biotechnol,2019,2019/02/01,,,10.1007/s00253-019-09651-z
35190857,No Data,No Data,desiccation stress>MESH:D000079225,calcium carbonate>MESH:D002119;urea>MESH:D014508;calcium>MESH:D002118;NaCl>MESH:D012965,Bhargavaea cecembensis>394098;Bhargavaea>394098,Biosynthesis of Calcite Nanocrystal by a Novel Polyextremophile Bhargavaea cecembensis-Related Strain Isolated from Sandy Soil,"Elmi F, Etemadifar Z, Emtiazi G.",Microb Ecol. 2023 Feb;85(2):698-707. doi: 10.1007/s00248-022-01977-y. Epub 2022 Feb 21.,Elmi F,Microb Ecol,2023,2022/02/22,,,10.1007/s00248-022-01977-y
30897508,No Data,No Data,stresses>MESH:D000079225 ; dry matter>MESH:D015352,nitrogen>MESH:D009584;NaCl>MESH:D012965;NH4+>-;water>MESH:D014867;ammonium>MESH:D064751;nitrate>MESH:D009566;NO3>-;NO3-->-;chloride>MESH:D002712,maize>4577;Zea mays>4577,"Interactive effects of salinity and nitrogen forms on plant growth, photosynthesis and osmotic adjustment in maize","Hessini K, Issaoui K, Ferchichi S, Saif T, Abdelly C, Siddique KHM, Cruz C.",Plant Physiol Biochem. 2019 Jun;139:171-178. doi: 10.1016/j.plaphy.2019.03.005. Epub 2019 Mar 12.,Hessini K,Plant Physiol Biochem,2019,2019/03/22,,,10.1016/j.plaphy.2019.03.005
30716444,No Data,No Data,No Data,No Data,Erythrophleum ivorense>53877;E. suaveolens>69058;E. ivorense>53877,Comparative analysis of two sister Erythrophleum species (Leguminosae) reveal contrasting transcriptome-wide responses to early drought stress,"Neji M, Gorel A, Ojeda DI, Duminil J, Kastally C, Steppe K, Fayolle A, Hardy OJ.",Gene. 2019 Apr 30;694:50-62. doi: 10.1016/j.gene.2019.01.027. Epub 2019 Feb 1.,Neji M,Gene,2019,2019/02/05,,,10.1016/j.gene.2019.01.027
28425950,No Data,No Data,No Data,Saltpan>-;Saline>MESH:D012965;water>MESH:D014867;hydrocarbon>MESH:D006838;benzanthracene>MESH:C030935;DCPIP>-;2-3-butanediol>MESH:C026978;hexahydro-3-(2-methylpropyl)pyrrole[1-2a]pyrazine-1-4-dione>MESH:C000612400;aziridine>MESH:C033132;dimethylamine>MESH:C034516;ethyl acetate>MESH:C007650;oxypurinol>MESH:D010117;5-hydroxydecanoic acid>MESH:C052853,Salinivibrio sp>1886796,Diversity Analysis and Bioresource Characterization of Halophilic Bacteria Isolated from a South African Saltpan,"Selvarajan R, Sibanda T, Tekere M, Nyoni H, Meddows-Taylor S.",Molecules. 2017 Apr 20;22(4):657. doi: 10.3390/molecules22040657.,Selvarajan R,Molecules,2017,2017/04/21,PMC6154464,,10.3390/molecules22040657
30457468,No Data,No Data,Alkaliphilic organisms>MESH:D019965 ; alkaliphilic>No Data ; alkaliphilic adaptation>MESH:D018489 ; stresses>MESH:D000079225,starch>MESH:D013213;organic acids>-;cholic acid>MESH:D019826;lipid>MESH:D008055;sodium>MESH:D012964;potassium>MESH:D011188,a Bacillus>29564;human>9606;Bacillus marmarensis DSM 21297>1188261,What Are the Multi-Omics Mechanisms for Adaptation by Microorganisms to High Alkalinity? A Transcriptomic and Proteomic Study of a Bacillus Strain with Industrial Potential,"Altinisik Kaya FE, Avci FG, Sayar NA, Kazan D, Sayar AA, Sariyar Akbulut B.",OMICS. 2018 Nov;22(11):717-732. doi: 10.1089/omi.2018.0127.,Altinisik Kaya FE,OMICS,2018,2018/11/21,,,10.1089/omi.2018.0127
37667571,No Data,No Data,C3 extremophile>MESH:C565169,CO2>MESH:D002245;carbon>MESH:D002244,Rhazya stricta>396313;R. stricta>396313,Increased activity of core photorespiratory enzymes and CO(2) transfer conductances are associated with higher and more optimal photosynthetic rates under elevated temperatures in the extremophile Rhazya stricta,"Gregory LM, Roze LV, Walker BJ.",Plant Cell Environ. 2023 Dec;46(12):3704-3720. doi: 10.1111/pce.14711. Epub 2023 Sep 4.,Gregory LM,Plant Cell Environ,2023,2023/09/05,,,10.1111/pce.14711
27276261,PH>5053,No Data,No Data,Lipid>MESH:D008055;hydroxide>MESH:C031356;phospholipids>MESH:D010743;lipid>MESH:D008055;valinomycin>MESH:D014634;carbons>MESH:D002244;lipids>MESH:D008055;isoprenoid>MESH:D013729;water>MESH:D014867,No Data,Effects of Lipid Tethering in Extremophile-Inspired Membranes on H(+)/OH(-) Flux at Room Temperature,"Schroeder TBH, Leriche G, Koyanagi T, Johnson MA, Haengel KN, Eggenberger OM, Wang CL, Kim YH, Diraviyam K, Sept D, Yang J, Mayer M.",Biophys J. 2016 Jun 7;110(11):2430-2440. doi: 10.1016/j.bpj.2016.04.044.,Schroeder TBH,Biophys J,2016,2016/06/09,PMC4906265,,10.1016/j.bpj.2016.04.044
26242906,No Data,No Data,No Data,water>MESH:D014867;SO4>-;Mg>MESH:D008274;lacustrine>-,No Data,Planktonic and sedimentary bacterial diversity of Lake Sayram in summer,"Fang L, Chen L, Liu Y, Tao W, Zhang Z, Liu H, Tang Y.",Microbiologyopen. 2015 Oct;4(5):814-25. doi: 10.1002/mbo3.281. Epub 2015 Aug 3.,Fang L,Microbiologyopen,2015,2015/08/06,PMC4618613,,10.1002/mbo3.281
20718295,No Data,No Data,halophilic archaeon Natrialba aegyptiaca>No Data,poly-gamma-L-glutamate>-;poly-gamma-glutamate>MESH:C511775;PGA>MESH:C511775;L-glutamate>MESH:D018698;gamma-amide>-;L-PGA>-,No Data,"Extremolyte-like applicability of an archaeal exopolymer, poly-gamma-L-glutamate","Yamasaki D, Minouchi Y, Ashiuchi M.",Environ Technol. 2010 Sep;31(10):1129-34. doi: 10.1080/09593331003592279.,Yamasaki D,Environ Technol,2010,2010/08/20,,,10.1080/09593331003592279
32157393,No Data,No Data,Antarctica Peninsula>No Data,Sabouraud agar>-;1H>-,Penicillium palitans>293373;Thelebolus balaustiformis>2072948;Glaciozyma antarctica>105987;Rhodotorula mucilaginosa>5537;Rhodotorula dairenensis>86832;Penicillium>5081;Penicillium chrysogenum>5076;P. chrysogenum>5076;P. palitans>293373,"Fungi in glacial ice of Antarctica: diversity, distribution and bioprospecting of bioactive compounds","de Menezes GCA, Porto BA, Amorim SS, Zani CL, de Almeida Alves TM, Junior PAS, Murta SMF, Simões JC, Cota BB, Rosa CA, Rosa LH.",Extremophiles. 2020 May;24(3):367-376. doi: 10.1007/s00792-020-01161-5. Epub 2020 Mar 10.,de Menezes GCA,Extremophiles,2020,2020/03/12,,,10.1007/s00792-020-01161-5
32525738,No Data,No Data,No Data,Water>MESH:D014867,uncultured bacteria>77133;Patescibacteria>1783273,"Bacterial Diversity of a High-Altitude Permafrost Thaw Pond Located on Ojos del Salado (Dry Andes, Altiplano-Atacama Region)","Aszalós JM, Szabó A, Megyes M, Anda D, Nagy B, Borsodi AK.",Astrobiology. 2020 Jun;20(6):754-765. doi: 10.1089/ast.2018.2012.,Aszalós JM,Astrobiology,2020,2020/06/12,,,10.1089/ast.2018.2012
10879559,No Data,No Data,alkaliphilic methanotroph>No Data,oxidize>-;methane>MESH:D008697;methanol>MESH:D000432;formaldehyde>MESH:D005557;ammonia>MESH:D000641;nitrite>MESH:D009573;CH4>-;nitrate>MESH:D009566;nitrogen>MESH:D009584;sulfur>MESH:D013455;CS2>-;DMS>MESH:D004113;DMDS>MESH:C021181,Methylomicrobium>39776;mixed sample>1427524;type I methanotrophs>403;Methylobacter alcaliphilus>271065;20Z>1091494;Methylobacter>271065;Methylomicrobium pelagicum>39776,"An obligate methylotrophic, methane-oxidizing Methylomicrobium species from a highly alkaline environment","Sorokin DY, Jones BE, Kuenen JG.",Extremophiles. 2000 Jun;4(3):145-55. doi: 10.1007/s007920070029.,Sorokin DY,Extremophiles,2000,2000/07/06,,,10.1007/s007920070029
28045976,L-1>16728 ; mL-1>16728,No Data,alkaliphilic>No Data ; extremophilic Euryarchaeota>No Data,Thalassohaline>-;water>MESH:D014867;CO32>-;thalassohaline>-;chlorophyll a>-;oxygen>MESH:D010100,Arthrospira sp>35824;Arthrospira>35824,"Microbial Diversity and Cyanobacterial Production in Dziani Dzaha Crater Lake, a Unique Tropical Thalassohaline Environment","Leboulanger C, Agogué H, Bernard C, Bouvy M, Carré C, Cellamare M, Duval C, Fouilland E, Got P, Intertaglia L, Lavergne C, Le Floc'h E, Roques C, Sarazin G.",PLoS One. 2017 Jan 3;12(1):e0168879. doi: 10.1371/journal.pone.0168879. eCollection 2017.,Leboulanger C,PLoS One,2017,2017/01/04,PMC5207672,,10.1371/journal.pone.0168879
21894491,No Data,No Data,No Data,salt>MESH:D012492;neutral red>MESH:D009499;Pt>MESH:D010984;hydrogen>MESH:D006859,Haloferax volcanii>2246;Natrialba magadii>13769;H. volcanii>2246;N. magadii>13769;E. coli>562,Archaea-based microbial fuel cell operating at high ionic strength conditions,"Abrevaya XC, Sacco N, Mauas PJ, Cortón E.",Extremophiles. 2011 Nov;15(6):633-42. doi: 10.1007/s00792-011-0394-z. Epub 2011 Sep 6.,Abrevaya XC,Extremophiles,2011,2011/09/07,,,10.1007/s00792-011-0394-z
30536130,No Data,No Data,No Data,water>MESH:D014867,Thermus scotoductus>37636;T. scotoductus>37636;Thermus>37636,Biogeography of thermophiles and predominance of Thermus scotoductus in domestic water heaters,"Wilpiszeski RL, Zhang Z, House CH.",Extremophiles. 2019 Jan;23(1):119-132. doi: 10.1007/s00792-018-1066-z. Epub 2018 Dec 8.,Wilpiszeski RL,Extremophiles,2019,2018/12/12,,,10.1007/s00792-018-1066-z
15064977,No Data,No Data,No Data,water>MESH:D014867,green algae>3041;Aphanothece clathrata>1521602,Phytoplankton diversity and cyanobacterial dominance in a hypereutrophic shallow lake with biologically produced alkaline pH,"López-Archilla AI, Moreira D, López-García P, Guerrero C.",Extremophiles. 2004 Apr;8(2):109-15. doi: 10.1007/s00792-003-0369-9. Epub 2003 Dec 13.,López-Archilla AI,Extremophiles,2004,2004/04/06,,,10.1007/s00792-003-0369-9
18622572,No Data,No Data,deep Antarctic>MESH:D057887,No Data,yeast>4932,A bacterial ice-binding protein from the Vostok ice core,"Raymond JA, Christner BC, Schuster SC.",Extremophiles. 2008 Sep;12(5):713-7. doi: 10.1007/s00792-008-0178-2. Epub 2008 Jul 12.,Raymond JA,Extremophiles,2008,2008/07/16,,,10.1007/s00792-008-0178-2
27896501,No Data,No Data,No Data,SDS>MESH:D012967;pyrogallol>MESH:D011748;chloride>MESH:D002712,Thermomicrobium roseum>500;T. roseum>500,A manganese catalase from Thermomicrobium roseum with peroxidase and catecholase activity,"Baginski R, Sommerhalter M.",Extremophiles. 2017 Jan;21(1):201-210. doi: 10.1007/s00792-016-0896-9. Epub 2016 Nov 29.,Baginski R,Extremophiles,2017,2016/11/30,,,10.1007/s00792-016-0896-9
26588061,No Data,No Data,No Data,water>MESH:D014867;NaCl>MESH:D012965;sugars>MESH:D000073893;proline>MESH:D011392;salt>MESH:D012492,Beta macrocarpa>343494;Beta macrocarpa Guss>343494;Swiss chard>3555;B. macrocarpa>343494,Salt tolerance of Beta macrocarpa is associated with efficient osmotic adjustment and increased apoplastic water content,"Hamouda I, Badri M, Mejri M, Cruz C, Siddique KH, Hessini K.",Plant Biol (Stuttg). 2016 May;18(3):369-75. doi: 10.1111/plb.12419. Epub 2015 Dec 15.,Hamouda I,Plant Biol (Stuttg),2016,2015/11/21,,,10.1111/plb.12419
22887673,No Data,No Data,haloalkaliphilic>No Data,salt>MESH:D012492,Alkalibacillus haloalkaliphilus C-5>1193119,"Whole-genome shotgun sequencing of the extremophile Alkalibacillus haloalkaliphilus C-5, of Indian origin","Rawal CM, Raval VH, Bhimani HD, Bhensdadia DV, Kothari CR, Patel AB, Bhatt VD, Parmar NR, Sajnani MR, Koringa PG, Joshi CG, Kothari RK, Singh SP.",J Bacteriol. 2012 Sep;194(17):4775. doi: 10.1128/JB.01031-12.,Rawal CM,J Bacteriol,2012,2012/08/14,PMC3415526,,10.1128/JB.01031-12
10972192,No Data,No Data,alkaliphilic>No Data,hydrogen>MESH:D006859;sulfur>MESH:D013455;sulfate>MESH:D013431;carbon>MESH:D002244;acetate>MESH:D000085;NAD>MESH:D009243;methylene blue>MESH:D008751,enrichment culture>1566338;Roseinatronobacter thiooxidans>121821,A new facultatively autotrophic hydrogen- and sulfur-oxidizing bacterium from an alkaline environment,"Sorokin DY, Tourova TP, Kuenen JG.",Extremophiles. 2000 Aug;4(4):237-45. doi: 10.1007/pl00010715.,Sorokin DY,Extremophiles,2000,2000/09/06,,,10.1007/pl00010715
33030592,No Data,No Data,alkaliphilic metabolism>MESH:D008659 ; hallmarks linking alkaliphilic bacteria>MESH:D053632 ; alkaliphilic bacteria>MESH:C537702,glutamate>MESH:D018698;sucrose>MESH:D013395;carbon>MESH:D002244;CO2>MESH:D002245,Caldalkalibacillus thermarum TA2.A1>986075;Caldalkalibacillus thermarum strain>986075;TA2.A1>986075;Arabidopsis thaliana>3702,Genomic analysis of Caldalkalibacillus thermarum TA2.A1 reveals aerobic alkaliphilic metabolism and evolutionary hallmarks linking alkaliphilic bacteria and plant life,"de Jong SI, van den Broek MA, Merkel AY, de la Torre Cortes P, Kalamorz F, Cook GM, van Loosdrecht MCM, McMillan DGG.",Extremophiles. 2020 Nov;24(6):923-935. doi: 10.1007/s00792-020-01205-w. Epub 2020 Oct 8.,de Jong SI,Extremophiles,2020,2020/10/08,PMC7561548,,10.1007/s00792-020-01205-w
31025057,No Data,No Data,extremophilic bacteria>MESH:C537702,serine>MESH:D012694,No Data,Trends in extracellular serine proteases of bacteria as detergent bioadditive: alternate and environmental friendly tool for detergent industry,"Salwan R, Sharma V.",Arch Microbiol. 2019 Sep;201(7):863-877. doi: 10.1007/s00203-019-01662-8. Epub 2019 Apr 26.,Salwan R,Arch Microbiol,2019,2019/04/27,,,10.1007/s00203-019-01662-8
27891113,No Data,No Data,death>MESH:D003643 ; MBC>MESH:D001943,Silver>MESH:D012834;silver>MESH:D012834;AgNP>-;AgNPs>-,Bacillus>1408;Bacillus pumilus>1408;Panagrellus redivivus>6233;human>9606,The Impact of Silver Nanoparticles Produced by Bacillus pumilus As Antimicrobial and Nematicide,"Mahmoud WM, Abdelmoneim TS, Elazzazy AM.",Front Microbiol. 2016 Nov 10;7:1746. doi: 10.3389/fmicb.2016.01746. eCollection 2016.,Mahmoud WM,Front Microbiol,2016,2016/11/29,PMC5102886,,10.3389/fmicb.2016.01746
22311159,No Data,No Data,No Data,carbon>MESH:D002244,mixed culture>1306155,Effects of trace element concentrations on culturing thermophiles,"Meyer-Dombard DR, Shock EL, Amend JP.",Extremophiles. 2012 Mar;16(2):317-31. doi: 10.1007/s00792-012-0432-5. Epub 2012 Feb 4.,Meyer-Dombard DR,Extremophiles,2012,2012/02/08,,,10.1007/s00792-012-0432-5
24927538,fog>161882,No Data,No Data,water>MESH:D014867;nitrogen>MESH:D009584;O2>MESH:D010100,No Data,Requirements and limits for life in the context of exoplanets,McKay CP.,Proc Natl Acad Sci U S A. 2014 Sep 2;111(35):12628-33. doi: 10.1073/pnas.1304212111. Epub 2014 Jun 9.,McKay CP,Proc Natl Acad Sci U S A,2014,2014/06/14,PMC4156692,,10.1073/pnas.1304212111
15959626,No Data,No Data,No Data,carbonate>MESH:D002254;water>MESH:D014867;aragonite>MESH:D002119,Turkey>9103,"Bacterial diversity and carbonate precipitation in the giant microbialites from the highly alkaline Lake Van, Turkey","López-García P, Kazmierczak J, Benzerara K, Kempe S, Guyot F, Moreira D.",Extremophiles. 2005 Aug;9(4):263-74. doi: 10.1007/s00792-005-0457-0. Epub 2005 Jun 15.,López-García P,Extremophiles,2005,2005/06/17,,,10.1007/s00792-005-0457-0
37668803,No Data,No Data,No Data,ammonia>MESH:D000641;carbon>MESH:D002244,No Data,Vertical segregation and phylogenetic characterization of archaea and archaeal ammonia monooxygenase gene in the water column of the western Arctic Ocean,"Vipindas PV, Jabir T, Venkatachalam S, Yang EJ, Jain A, Krishnan KP.",Extremophiles. 2023 Sep 5;27(3):24. doi: 10.1007/s00792-023-01310-6.,Vipindas PV,Extremophiles,2023,2023/09/05,,,10.1007/s00792-023-01310-6
37474779,No Data,No Data,No Data,superoxide>MESH:D013481;ascorbate>MESH:D001205;proline>MESH:C489032;H2O2>MESH:D014867;malondialdehyde>MESH:D008315;1-aminocyclopropane-1-carboxylic acid>MESH:D002264,Ramonda serbica>757438;R. nathaliae>656708;Triticum aestivum L>4565;Pseudomonas putida>303;Bacillus cereus>1396;B. cereus>1396;P. putida>303;Vicinamibacter silvestris>1612172;Chthoniobacter flavus>191863;Gaiella occulta>1002870,Rhizosphere microbiomes of resurrection plants Ramonda serbica and R. nathaliae: comparative analysis and search for bacteria mitigating drought stress in wheat (Triticum aestivum L.),"Lozo J, Ristović N, Kungulovski G, Jovanović Ž, Rakić T, Stanković S, Radović S.",World J Microbiol Biotechnol. 2023 Jul 21;39(10):256. doi: 10.1007/s11274-023-03702-4.,Lozo J,World J Microbiol Biotechnol,2023,2023/07/20,,,10.1007/s11274-023-03702-4
31087168,No Data,No Data,Oocystis submarina Lagerheim>No Data,water>MESH:D014867,green algae>3041;purple bacteria>1224,Dual bloom of green algae and purple bacteria in an extremely shallow soda pan,"Korponai K, Szabó A, Somogyi B, Boros E, Borsodi AK, Jurecska L, Vörös L, Felföldi T.",Extremophiles. 2019 Jul;23(4):467-477. doi: 10.1007/s00792-019-01098-4. Epub 2019 May 13.,Korponai K,Extremophiles,2019,2019/05/16,PMC6557878,,10.1007/s00792-019-01098-4
32528424,No Data,No Data,No Data,serine>MESH:D012694;beta-mercaptoethanol>-;beta-ME>-;dithiothreitol>MESH:D004229;DTT>MESH:D004229;urea>MESH:D014508;phenylmethylsulfonyl fluoride>MESH:D010664;PMSF>MESH:D010664;ethylenediaminetetraacetic acid>MESH:D004492;EDTA>MESH:D004492;Tween 20>MESH:D011136;Tween 80>MESH:D011136;hydrogen peroxide>MESH:D006861;Triton X-100>MESH:D017830,Psychrobacter sp>56811;E. coli>562;Psychrobacter>56811,Discovery and Characterization of a New Cold-Active Protease From an Extremophilic Bacterium via Comparative Genome Analysis and in vitro Expression,"Perfumo A, Freiherr von Sass GJ, Nordmann EL, Budisa N, Wagner D.",Front Microbiol. 2020 May 13;11:881. doi: 10.3389/fmicb.2020.00881. eCollection 2020.,Perfumo A,Front Microbiol,2020,2020/06/13,PMC7247812,,10.3389/fmicb.2020.00881
28478604,No Data,No Data,alkaliphilic fungus>MESH:D009181 ; alkaliphilic bacteria and alkalitolerant fungi>MESH:C537702 ; alkaliphilic S>MESH:D018455,lipids>MESH:D008055;sugars>MESH:D000073893;trehalose>MESH:D014199;phosphatidic acids>MESH:D010712;carbohydrate>MESH:D002241;glucose>MESH:D005947;mannitol>MESH:D008353;arabitol>MESH:C014999;carbohydrates>MESH:D002241;sphingolipids>MESH:D013107;sterols>MESH:D013261,Sodiomyces tronii>1525349,Membrane lipids and soluble sugars dynamics of the alkaliphilic fungus Sodiomyces tronii in response to ambient pH,"Bondarenko SA, Ianutsevich EA, Danilova OA, Grum-Grzhimaylo AA, Kotlova ER, Kamzolkina OV, Bilanenko EN, Tereshina VM.",Extremophiles. 2017 Jul;21(4):743-754. doi: 10.1007/s00792-017-0940-4. Epub 2017 May 6.,Bondarenko SA,Extremophiles,2017,2017/05/08,,,10.1007/s00792-017-0940-4
22295871,Caspase-1>834 ; caspase-1>834 ; interleukin-1beta>3553,No Data,leukemia>MESH:D007938 ; leukemia cancer>MESH:D009369 ; Cancer>MESH:D009369,copper>MESH:D003300;metal-sulfate>-;water>MESH:D014867;Berkazaphilones B (>-;) and C (>-;vermistatin>MESH:C051060;penisimplicissin>-,Penicillium rubrum>1266769;human>9606,Caspase-1 inhibitors from an extremophilic fungus that target specific leukemia cell lines,"Stierle AA, Stierle DB, Girtsman T.",J Nat Prod. 2012 Mar 23;75(3):344-50. doi: 10.1021/np200414c. Epub 2012 Feb 1.,Stierle AA,J Nat Prod,2012,2012/02/03,PMC3330824,NIHMS354528,10.1021/np200414c
24214268,No Data,No Data,abiotic stresses>MESH:D000079225,salt>MESH:D012492;water>MESH:D014867;H2O2>MESH:D006861;H2O>-,Thellungiella salsuginea>72664;Arabidopsis>3702;Xenopus>8355;yeast>4932;T. salsuginea>72664,The Thellungiella salsuginea tonoplast aquaporin TsTIP1;2 functions in protection against multiple abiotic stresses,"Wang LL, Chen AP, Zhong NQ, Liu N, Wu XM, Wang F, Yang CL, Romero MF, Xia GX.",Plant Cell Physiol. 2014 Jan;55(1):148-61. doi: 10.1093/pcp/pct166. Epub 2013 Nov 9.,Wang LL,Plant Cell Physiol,2014,2013/11/12,PMC3894706,,10.1093/pcp/pct166
29450709,No Data,No Data,No Data,iron>MESH:D007501;ferric iron>-,enrichment>1566732;enrichment cultures>1566732,Biofilm formation and potential for iron cycling in serpentinization-influenced groundwater of the Zambales and Coast Range ophiolites,"Meyer-Dombard DR, Casar CP, Simon AG, Cardace D, Schrenk MO, Arcilla CA.",Extremophiles. 2018 May;22(3):407-431. doi: 10.1007/s00792-018-1005-z. Epub 2018 Feb 15.,Meyer-Dombard DR,Extremophiles,2018,2018/02/17,,,10.1007/s00792-018-1005-z
32424739,No Data,No Data,No Data,serine>MESH:D012694;aspartic>-;glutamic acid>MESH:D018698;histidine>MESH:D006639;saline>MESH:D012965;Glu128>-;hydrogen>MESH:D006859;Asn35>-;Gln152>-;Lys101>-,Bacillus licheniformis>1402;Bacillus haynesii>1925021;Bacillus>227866;Bacillus tequilensis>227866;10b>227866,"Cloning, Characterization, and Structural Modeling of an Extremophilic Bacterial Lipase Isolated from Saline Habitats of the Thar Desert","Verma S, Kumar R, Kumar P, Sharma D, Gahlot H, Sharma PK, Meghwanshi GK.",Appl Biochem Biotechnol. 2020 Oct;192(2):557-572. doi: 10.1007/s12010-020-03329-3. Epub 2020 May 18.,Verma S,Appl Biochem Biotechnol,2020,2020/05/20,,,10.1007/s12010-020-03329-3
20091326,sea>6395,No Data,Antarctic Peninsula>No Data,water>MESH:D014867,human>9606,"Biodiversity of air-borne microorganisms at Halley Station, Antarctica","Pearce DA, Hughes KA, Lachlan-Cope T, Harangozo SA, Jones AE.",Extremophiles. 2010 Mar;14(2):145-59. doi: 10.1007/s00792-009-0293-8. Epub 2010 Jan 21.,Pearce DA,Extremophiles,2010,2010/01/22,,,10.1007/s00792-009-0293-8
31407121,No Data,No Data,No Data,SAPA>-;sodium dodecyl sulfate>MESH:D012967;polyacrylamide gel>MESH:C016680;SDS>MESH:D012967;diiodopropyl fluorophosphates>-;DFP>-;phenylmethanesulfonyl fluoride>-;PMSF>-;serine>MESH:D012694,Anoxybacillus kamchatkensis>196180;Bacillus>1408;E. coli>562;Bacillus subtilis>1423;Bacillus pumilus>1408;Bacillus licheniformis>1402,Identification of a novel protease from the thermophilic Anoxybacillus kamchatkensis M1V and its application as laundry detergent additive,"Mechri S, Bouacem K, Zaraî Jaouadi N, Rekik H, Ben Elhoul M, Omrane Benmrad M, Hacene H, Bejar S, Bouanane-Darenfed A, Jaouadi B.",Extremophiles. 2019 Nov;23(6):687-706. doi: 10.1007/s00792-019-01123-6. Epub 2019 Aug 12.,Mechri S,Extremophiles,2019,2019/08/14,,,10.1007/s00792-019-01123-6
28764042,No Data,No Data,No Data,purine>MESH:C030985;nucleoside-5'-monophosphates>-;5'-NMPs>-;water>MESH:D014867;5'-GMP>MESH:D006157;5'-IMP>MESH:D007291;guanine>MESH:D006147;hypoxanthine>MESH:D019271,Thermus thermophilus>274,"Enzymatic production of dietary nucleotides from low-soluble purine bases by an efficient, thermostable and alkali-tolerant biocatalyst","Del Arco J, Cejudo-Sanches J, Esteban I, Clemente-Suárez VJ, Hormigo D, Perona A, Fernández-Lucas J.",Food Chem. 2017 Dec 15;237:605-611. doi: 10.1016/j.foodchem.2017.05.136. Epub 2017 May 29.,Del Arco J,Food Chem,2017,2017/08/03,,,10.1016/j.foodchem.2017.05.136
37499824,No Data,No Data,zooplankton>No Data,Se>MESH:D012643,No Data,Muddying the unexplored post-industrial waters: Biodiversity and conservation potential of freshwater habitats in fly ash sedimentation lagoons,"Kolar V, Chmelová E, Bílková M, Borovec J, Carreira BM, Černý M, Ditrich T, Horká P, Hrivniak Ľ, Hrubý F, Jan J, Landeira-Dabarca A, Lepšová-Skácelová O, Musilová Z, Otáhalová Š, Poláková M, Polášková V, Sacherová V, Špaček J, Sroka P, Vebrová L, Boukal DS, Tropek R.",Sci Total Environ. 2023 Nov 20;900:165803. doi: 10.1016/j.scitotenv.2023.165803. Epub 2023 Jul 25.,Kolar V,Sci Total Environ,2023,2023/07/27,,,10.1016/j.scitotenv.2023.165803
15064991,No Data,No Data,No Data,water>MESH:D014867,enrichment cultures>1566732,Diversity of Kenyan soda lake alkaliphiles assessed by molecular methods,"Rees HC, Grant WD, Jones BE, Heaphy S.",Extremophiles. 2004 Feb;8(1):63-71. doi: 10.1007/s00792-003-0361-4. Epub 2003 Oct 29.,Rees HC,Extremophiles,2004,2004/04/06,,,10.1007/s00792-003-0361-4
