PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30796503","Genomics of Alkaliphiles","Lebre PH, Cowan DA.","Adv Biochem Eng Biotechnol. 2020;172:135-155. doi: 10.1007/10_2018_83.","Lebre PH","Adv Biochem Eng Biotechnol","2020","2019/02/24","","","10.1007/10_2018_83"
"22297696","Alkalilactibacillus ikkensis, gen. nov., sp. nov., a novel enzyme-producing bacterium from a cold and alkaline environment in Greenland","Schmidt M, Priemé A, Johansen A, Stougaard P.","Extremophiles. 2012 Feb 2. doi: 10.1007/s00792-012-0430-7. Online ahead of print.","Schmidt M","Extremophiles","2012","2012/02/03","","","10.1007/s00792-012-0430-7"
"33404954","Kinetics of growth and co-production of amylase and protease in novel marine actinomycete, Streptomyces lopnurensis KaM5","Rathore DS, Singh SP.","Folia Microbiol (Praha). 2021 Jun;66(3):303-316. doi: 10.1007/s12223-020-00843-z. Epub 2021 Jan 6.","Rathore DS","Folia Microbiol (Praha)","2021","2021/01/06","","","10.1007/s12223-020-00843-z"
"27290724","Analysis of the metatranscriptome of microbial communities of an alkaline hot sulfur spring revealed different gene encoding pathway enzymes associated with energy metabolism","Tripathy S, Padhi SK, Mohanty S, Samanta M, Maiti NK.","Extremophiles. 2016 Jul;20(4):525-36. doi: 10.1007/s00792-016-0846-6. Epub 2016 Jun 11.","Tripathy S","Extremophiles","2016","2016/06/13","","","10.1007/s00792-016-0846-6"
"17429572","Intragenomic diversity of the V1 regions of 16S rRNA genes in high-alkaline protease-producing Bacillus clausii spp","Kageyama Y, Takaki Y, Shimamura S, Nishi S, Nogi Y, Uchimura K, Kobayashi T, Hitomi J, Ozaki K, Kawai S, Ito S, Horikoshi K.","Extremophiles. 2007 Jul;11(4):597-603. doi: 10.1007/s00792-007-0074-1. Epub 2007 Apr 12.","Kageyama Y","Extremophiles","2007","2007/04/13","","","10.1007/s00792-007-0074-1"
"23881259","New sulfate-reducing bacteria isolated from Buryatian alkaline brackish lakes: description of Desulfonatronum buryatense sp. nov","Ryzhmanova Y, Nepomnyashchaya Y, Abashina T, Ariskina E, Troshina O, Vainshtein M, Shcherbakova V.","Extremophiles. 2013 Sep;17(5):851-9. doi: 10.1007/s00792-013-0567-z. Epub 2013 Jul 24.","Ryzhmanova Y","Extremophiles","2013","2013/07/25","","","10.1007/s00792-013-0567-z"
"24638260","Changes in methane oxidation activity and methanotrophic community composition in saline alkaline soils","Serrano-Silva N, Valenzuela-Encinas C, Marsch R, Dendooven L, Alcántara-Hernández RJ.","Extremophiles. 2014 May;18(3):561-71. doi: 10.1007/s00792-014-0641-1. Epub 2014 Mar 18.","Serrano-Silva N","Extremophiles","2014","2014/03/19","","","10.1007/s00792-014-0641-1"
"34093984","Phylogenetic, functional and structural characterization of a GH10 xylanase active at extreme conditions of temperature and alkalinity","Talens-Perales D, Jiménez-Ortega E, Sánchez-Torres P, Sanz-Aparicio J, Polaina J.","Comput Struct Biotechnol J. 2021 May 3;19:2676-2686. doi: 10.1016/j.csbj.2021.05.004. eCollection 2021.","Talens-Perales D","Comput Struct Biotechnol J","2021","2021/06/07","PMC8148631","","10.1016/j.csbj.2021.05.004"
"19930649","Biodiversity of poly-extremophilic Bacteria: does combining the extremes of high salt, alkaline pH and elevated temperature approach a physico-chemical boundary for life?","Bowers KJ, Mesbah NM, Wiegel J.","Saline Syst. 2009 Nov 23;5:9. doi: 10.1186/1746-1448-5-9.","Bowers KJ","Saline Syst","2009","2009/11/26","PMC2785825","","10.1186/1746-1448-5-9"
"38348017","Geomicrobiological characterization of the evaporitic ecosystem in the hypersaline lake Laguna Verde (Andean Puna, Northwestern Argentina)","Saona LA, Villafañe PG, Carrizo D, Cónsole Gonella C, Néspolo RF, Farías ME.","Ecol Evol. 2024 Feb 12;14(2):e10931. doi: 10.1002/ece3.10931. eCollection 2024 Feb.","Saona LA","Ecol Evol","2024","2024/02/13","PMC10859677","","10.1002/ece3.10931"
"12072958","The periplasmic space in Thermus thermophilus: evidence from a regulation-defective S-layer mutant overexpressing an alkaline phosphatase","Castán P, Zafra O, Moreno R, de Pedro MA, Vallés C, Cava F, Caro E, Schwarz H, Berenguer J.","Extremophiles. 2002 Jun;6(3):225-32. doi: 10.1007/s00792-001-0246-3. Epub 2002 Feb 27.","Castán P","Extremophiles","2002","2002/06/20","","","10.1007/s00792-001-0246-3"
"17027868","Purification and characterization of an alkaline lipase from Pseudomonas aeruginosa isolated from putrid mineral cutting oil as component of metalworking fluid","Karadzic I, Masui A, Zivkovic LI, Fujiwara N.","J Biosci Bioeng. 2006 Aug;102(2):82-9. doi: 10.1263/jbb.102.82.","Karadzic I","J Biosci Bioeng","2006","2006/10/10","","","10.1263/jbb.102.82"
"30863668","Discovery of Actinomycetes from Extreme Environments with Potential to Produce Novel Antibiotics","Trenozhnikova L, Azizan A.","Cent Asian J Glob Health. 2018 Dec 14;7(1):337. doi: 10.5195/cajgh.2018.337. eCollection 2018.","Trenozhnikova L","Cent Asian J Glob Health","2018","2019/03/14","PMC6393050","","10.5195/cajgh.2018.337"
"33933779","Paracyclops chiltoni inhabiting water highly contaminated with arsenic: Water chemistry, population structure, and arsenic distribution within the organism","Mendoza-Chávez YJ, Uc-Castillo JL, Cervantes-Martínez A, Gutiérrez-Aguirre MA, Castillo-Michel H, Loredo-Portales R, SenGupta B, Martínez-Villegas N.","Environ Pollut. 2021 Sep 1;284:117155. doi: 10.1016/j.envpol.2021.117155. Epub 2021 Apr 15.","Mendoza-Chávez YJ","Environ Pollut","2021","2021/05/02","","","10.1016/j.envpol.2021.117155"
"34310933","Electrostatic charge controls the lowest LH1 Q(y) transition energy in the triply extremophilic purple phototrophic bacterium, Halorhodospira halochloris","Kimura Y, Nojima S, Nakata K, Yamashita T, Wang XP, Takenaka S, Akimoto S, Kobayashi M, Madigan MT, Wang-Otomo ZY, Yu LJ.","Biochim Biophys Acta Bioenerg. 2021 Nov 1;1862(11):148473. doi: 10.1016/j.bbabio.2021.148473. Epub 2021 Jul 24.","Kimura Y","Biochim Biophys Acta Bioenerg","2021","2021/07/26","","","10.1016/j.bbabio.2021.148473"
"37427410","The developmental and structural uniqueness of the embryo of the extremophile viviparous nematode, Tokorhabditis tufae","Yamashita T, Ekino T, Kanzaki N, Shinya R.","Front Physiol. 2023 Jun 22;14:1197477. doi: 10.3389/fphys.2023.1197477. eCollection 2023.","Yamashita T","Front Physiol","2023","2023/07/10","PMC10325857","","10.3389/fphys.2023.1197477"
"35587636","Comparative Analysis of the Endophytic Bacterial Diversity of Populus euphratica Oliv. in Environments of Different Salinity Intensities","Yue H, Zhao L, Yang D, Zhang M, Wu J, Zhao Z, Xing X, Zhang L, Qin Y, Guo F, Yang J, Aili T.","Microbiol Spectr. 2022 Jun 29;10(3):e0050022. doi: 10.1128/spectrum.00500-22. Epub 2022 May 19.","Yue H","Microbiol Spectr","2022","2022/05/19","PMC9241684","","10.1128/spectrum.00500-22"
"27871132","Aspergillus penicillioides differentiation and cell division at 0.585 water activity","Stevenson A, Hamill PG, O'Kane CJ, Kminek G, Rummel JD, Voytek MA, Dijksterhuis J, Hallsworth JE.","Environ Microbiol. 2017 Feb;19(2):687-697. doi: 10.1111/1462-2920.13597. Epub 2017 Jan 30.","Stevenson A","Environ Microbiol","2017","2016/11/22","","","10.1111/1462-2920.13597"
"35052375","Genome-Wide Identification, Primary Functional Characterization of the NHX Gene Family in Canavalia rosea, and Their Possible Roles for Adaptation to Tropical Coral Reefs","Pu L, Lin R, Zou T, Wang Z, Zhang M, Jian S.","Genes (Basel). 2021 Dec 23;13(1):33. doi: 10.3390/genes13010033.","Pu L","Genes (Basel)","2021","2022/01/21","PMC8774410","","10.3390/genes13010033"
"25836039","Ionic liquids for the concomitant use in extremophiles lysis and extremozymes extraction","Gutiérrez-Arnillas E, Deive FJ, Sanromán MA, Rodríguez A.","Bioresour Technol. 2015 Jun;186:303-308. doi: 10.1016/j.biortech.2015.03.075. Epub 2015 Mar 20.","Gutiérrez-Arnillas E","Bioresour Technol","2015","2015/04/04","","","10.1016/j.biortech.2015.03.075"
"29476252","Unexpected fungal communities in the Rehai thermal springs of Tengchong influenced by abiotic factors","Liu KH, Ding XW, Salam N, Zhang B, Tang XF, Deng B, Li WJ.","Extremophiles. 2018 May;22(3):525-535. doi: 10.1007/s00792-018-1014-y. Epub 2018 Feb 23.","Liu KH","Extremophiles","2018","2018/02/25","","","10.1007/s00792-018-1014-y"
"34681129","Genomic Features and Molecular Function of a Novel Stress-Tolerant Bacillus halotolerans Strain Isolated from an Extreme Environment","Wu X, Wu H, Wang R, Wang Z, Zhang Y, Gu Q, Farzand A, Yang X, Semenov M, Borriss R, Xie Y, Gao X.","Biology (Basel). 2021 Oct 12;10(10):1030. doi: 10.3390/biology10101030.","Wu X","Biology (Basel)","2021","2021/10/23","PMC8533444","","10.3390/biology10101030"
"37481751","Genomic basis for the unique phenotype of the alkaliphilic purple nonsulfur bacterium Rhodobaca bogoriensis","Madigan MT, Bender KS, Sanguedolce SA, Parenteau MN, Mayer MH, Kimura Y, Wang-Otomo ZY, Sattley WM.","Extremophiles. 2023 Jul 23;27(2):19. doi: 10.1007/s00792-023-01304-4.","Madigan MT","Extremophiles","2023","2023/07/23","","","10.1007/s00792-023-01304-4"
"31592688","The Intersection of Geology, Geochemistry, and Microbiology in Continental Hydrothermal Systems","Colman DR, Lindsay MR, Amenabar MJ, Boyd ES.","Astrobiology. 2019 Dec;19(12):1505-1522. doi: 10.1089/ast.2018.2016. Epub 2019 Oct 8.","Colman DR","Astrobiology","2019","2019/10/09","","","10.1089/ast.2018.2016"
"29779132","Cryptic dispersal of Cyanidiophytina (Rhodophyta) in non-acidic environments from Turkey","Iovinella M, Eren A, Pinto G, Pollio A, Davis SJ, Cennamo P, Ciniglia C.","Extremophiles. 2018 Sep;22(5):713-723. doi: 10.1007/s00792-018-1031-x. Epub 2018 May 19.","Iovinella M","Extremophiles","2018","2018/05/21","","","10.1007/s00792-018-1031-x"
"28087527","Floc Formation Reduces the pH Stress Experienced by Microorganisms Living in Alkaline Environments","Charles CJ, Rout SP, Patel KA, Akbar S, Laws AP, Jackson BR, Boxall SA, Humphreys PN.","Appl Environ Microbiol. 2017 Mar 2;83(6):e02985-16. doi: 10.1128/AEM.02985-16. Print 2017 Mar 15.","Charles CJ","Appl Environ Microbiol","2017","2017/01/15","PMC5335526","","10.1128/AEM.02985-16"
"31722266","Discerning the mechanism of the multiwalled carbon nanotubes effect on root cell water and nutrient transport","Martinez-Ballesta MC, Chelbi N, Lopez-Zaplana A, Carvajal M.","Plant Physiol Biochem. 2020 Jan;146:23-30. doi: 10.1016/j.plaphy.2019.11.008. Epub 2019 Nov 6.","Martinez-Ballesta MC","Plant Physiol Biochem","2020","2019/11/14","","","10.1016/j.plaphy.2019.11.008"
"31338597","A thermostable 5-enolpyruvylshikimate-3-phosphate synthase from Thermotoga maritima enhances glyphosate tolerance in Escherichia coli and transgenic Arabidopsis","Wang L, Peng R, Tian Y, Gao J, Wang B, Yao Q.","Extremophiles. 2019 Nov;23(6):659-667. doi: 10.1007/s00792-019-01118-3. Epub 2019 Jul 23.","Wang L","Extremophiles","2019","2019/07/25","","","10.1007/s00792-019-01118-3"
"33645540","Structure and functional properties of the cold-adapted catalase from Acinetobacter sp. Ver3 native to the Atacama plateau in northern Argentina","Sartorio MG, Cortez N, González JM.","Acta Crystallogr D Struct Biol. 2021 Mar 1;77(Pt 3):369-379. doi: 10.1107/S2059798321000929. Epub 2021 Feb 24.","Sartorio MG","Acta Crystallogr D Struct Biol","2021","2021/03/01","","","10.1107/S2059798321000929"
"32833498","Can Halophilic and Psychrophilic Microorganisms Modify the Freezing/Melting Curve of Cold Salty Solutions? Implications for Mars Habitability","Garcia-Descalzo L, Gil-Lozano C, Muñoz-Iglesias V, Prieto-Ballesteros O, Azua-Bustos A, Fairén AG.","Astrobiology. 2020 Sep;20(9):1067-1075. doi: 10.1089/ast.2019.2094. Epub 2020 Aug 20.","Garcia-Descalzo L","Astrobiology","2020","2020/08/25","PMC7116095","EMS94525","10.1089/ast.2019.2094"
"32955600","Poorly known microbial taxa dominate the microbiome of hypersaline Sambhar Lake salterns in India","Pal S, Biswas R, Misra A, Sar A, Banerjee S, Mukherjee P, Dam B.","Extremophiles. 2020 Nov;24(6):875-885. doi: 10.1007/s00792-020-01201-0. Epub 2020 Sep 21.","Pal S","Extremophiles","2020","2020/09/21","","","10.1007/s00792-020-01201-0"
"29292148","Physicochemical, techno-functional, and antioxidant properties of a novel bacterial exopolysaccharide in cooked beef sausage","Trabelsi I, Ktari N, Triki M, Bkhairia I, Ben Slima S, Sassi Aydi S, Aydi S, Abdeslam A, Ben Salah R.","Int J Biol Macromol. 2018 May;111:11-18. doi: 10.1016/j.ijbiomac.2017.12.127. Epub 2017 Dec 29.","Trabelsi I","Int J Biol Macromol","2018","2018/01/03","","","10.1016/j.ijbiomac.2017.12.127"
"36721347","AmiP from hyperthermophilic Thermus parvatiensis prophage is a thermoactive and ultrathermostable peptidoglycan lytic amidase","Jasilionis A, Plotka M, Wang L, Dorawa S, Lange J, Watzlawick H, van den Bergh T, Vroling B, Altenbuchner J, Kaczorowska AK, Pohl E, Kaczorowski T, Nordberg Karlsson E, Freitag-Pohl S.","Protein Sci. 2023 Mar;32(3):e4585. doi: 10.1002/pro.4585.","Jasilionis A","Protein Sci","2023","2023/02/01","PMC9929850","","10.1002/pro.4585"
"37029326","Endophytic, extremophilic and entomophilic fungi strains biodegrade anthracene showing potential for bioremediation","Bonatti E, Dos Santos A, Birolli WG, Rodrigues-Filho E.","World J Microbiol Biotechnol. 2023 Apr 8;39(6):152. doi: 10.1007/s11274-023-03590-8.","Bonatti E","World J Microbiol Biotechnol","2023","2023/04/07","","","10.1007/s11274-023-03590-8"
"33993356","Prokaryotic diversity and biogeochemical characteristics of field living and laboratory cultured stromatolites from the hypersaline Laguna Interna, Salar de Atacama (Chile)","Osman JR, Viedma P, Mendoza J, Fernandes G, DuBow MS, Cotoras D.","Extremophiles. 2021 Jul;25(4):327-342. doi: 10.1007/s00792-021-01232-1. Epub 2021 May 16.","Osman JR","Extremophiles","2021","2021/05/16","","","10.1007/s00792-021-01232-1"
"29497843","Identification and characterization of a novel cold-tolerant extracellular protease from Planococcus sp. CGMCC 8088","Chen K, Mo Q, Liu H, Yuan F, Chai H, Lu F, Zhang H.","Extremophiles. 2018 May;22(3):473-484. doi: 10.1007/s00792-018-1010-2. Epub 2018 Mar 1.","Chen K","Extremophiles","2018","2018/03/03","","","10.1007/s00792-018-1010-2"
"32418069","Effects of pH and temperature on (S)-amine activity of transaminase from the cold-adapted bacterium Psychrobacter cryohalolentis","Bezsudnova EY, Stekhanova TN, Ruzhitskiy AO, Popov VO.","Extremophiles. 2020 Jul;24(4):537-549. doi: 10.1007/s00792-020-01174-0. Epub 2020 May 16.","Bezsudnova EY","Extremophiles","2020","2020/05/18","","","10.1007/s00792-020-01174-0"
"32389811","Whole-genome sequencing of the endemic Antarctic fungus Antarctomyces pellizariae reveals an ice-binding protein, a scarce set of secondary metabolites gene clusters and provides insights on Thelebolales phylogeny","Batista TM, Hilario HO, de Brito GAM, Moreira RG, Furtado C, de Menezes GCA, Rosa CA, Rosa LH, Franco GR.","Genomics. 2020 Sep;112(5):2915-2921. doi: 10.1016/j.ygeno.2020.05.004. Epub 2020 May 7.","Batista TM","Genomics","2020","2020/05/12","","","10.1016/j.ygeno.2020.05.004"
"31481201","Aquaporins and their function in root water transport under salt stress conditions in Eutrema salsugineum","Qin S, Liu Y, Han Y, Xu G, Wan S, Cui F, Li G.","Plant Sci. 2019 Oct;287:110199. doi: 10.1016/j.plantsci.2019.110199. Epub 2019 Jul 24.","Qin S","Plant Sci","2019","2019/09/05","","","10.1016/j.plantsci.2019.110199"
"15999223","Sequence of the gene for a high-alkaline mannanase from an alkaliphilic Bacillus sp. strain JAMB-750, its expression in Bacillus subtilis and characterization of the recombinant enzyme","Hatada Y, Takeda N, Hirasawa K, Ohta Y, Usami R, Yoshida Y, Grant WD, Ito S, Horikoshi K.","Extremophiles. 2005 Dec;9(6):497-500. doi: 10.1007/s00792-005-0460-5. Epub 2005 Jul 6.","Hatada Y","Extremophiles","2005","2005/07/07","","","10.1007/s00792-005-0460-5"
"35137293","Cloning of cellulase gene using metagenomic approach of soils collected from Wadi El Natrun, an extremophilic desert valley in Egypt","Ali SM, Soliman NA, Abdal-Aziz SAA, Abdel-Fattah YR.","J Genet Eng Biotechnol. 2022 Feb 8;20(1):20. doi: 10.1186/s43141-022-00312-9.","Ali SM","J Genet Eng Biotechnol","2022","2022/02/09","PMC8825895","","10.1186/s43141-022-00312-9"
"35742848","Comprehensive Analysis of the Hsp20 Gene Family in Canavalia rosea Indicates Its Roles in the Response to Multiple Abiotic Stresses and Adaptation to Tropical Coral Islands","Zhang M, Jian S, Wang Z.","Int J Mol Sci. 2022 Jun 8;23(12):6405. doi: 10.3390/ijms23126405.","Zhang M","Int J Mol Sci","2022","2022/06/24","PMC9223760","","10.3390/ijms23126405"
"25293792","Biofilms constructed for the removal of hydrocarbon pollutants from hypersaline liquids","Al-Mailem DM, Eliyas M, Khanafer M, Radwan SS.","Extremophiles. 2015 Jan;19(1):189-96. doi: 10.1007/s00792-014-0698-x. Epub 2014 Oct 8.","Al-Mailem DM","Extremophiles","2015","2014/10/09","","","10.1007/s00792-014-0698-x"
"37520367","Iron or sulfur respiration-an adaptive choice determining the fitness of a natronophilic bacterium Dethiobacter alkaliphilus in geochemically contrasting environments","Zavarzina DG, Merkel AY, Klyukina AA, Elizarov IM, Pikhtereva VA, Rusakov VS, Chistyakova NI, Ziganshin RH, Maslov AA, Gavrilov SN.","Front Microbiol. 2023 Jul 14;14:1108245. doi: 10.3389/fmicb.2023.1108245. eCollection 2023.","Zavarzina DG","Front Microbiol","2023","2023/07/31","PMC10376724","","10.3389/fmicb.2023.1108245"
"18097633","Phylogenetic analysis of the archaeal community in an alkaline-saline soil of the former lake Texcoco (Mexico)","Valenzuela-Encinas C, Neria-González I, Alcántara-Hernández RJ, Enríquez-Aragón JA, Estrada-Alvarado I, Hernández-Rodríguez C, Dendooven L, Marsch R.","Extremophiles. 2008 Mar;12(2):247-54. doi: 10.1007/s00792-007-0121-y. Epub 2007 Dec 21.","Valenzuela-Encinas C","Extremophiles","2008","2007/12/22","","","10.1007/s00792-007-0121-y"
"12910392","Cold-active serine alkaline protease from the psychrophilic bacterium Pseudomonas strain DY-A: enzyme purification and characterization","Zeng R, Zhang R, Zhao J, Lin N.","Extremophiles. 2003 Aug;7(4):335-7. doi: 10.1007/s00792-003-0323-x. Epub 2003 Apr 9.","Zeng R","Extremophiles","2003","2003/08/12","","","10.1007/s00792-003-0323-x"
"37303170","High Molecular Weight Polyproline as a Potential Biosourced Ice Growth Inhibitor: Synthesis, Ice Recrystallization Inhibition, and Specific Ice Face Binding","Judge N, Georgiou PG, Bissoyi A, Ahmad A, Heise A, Gibson MI.","Biomacromolecules. 2023 Jun 12;24(6):2459-2468. doi: 10.1021/acs.biomac.2c01487. Epub 2023 Feb 21.","Judge N","Biomacromolecules","2023","2023/06/12","PMC10265654","","10.1021/acs.biomac.2c01487"
"37102964","Compositional Changes in Sediment Microbiota Are Associated with Seasonal Variation of the Water Column in High-Altitude Hyperarid Andean Lake Systems","Ramos-Tapia I, Salinas P, Núñez R, Cortez D, Soto J, Paneque M.","Microbiol Spectr. 2023 Jun 15;11(3):e0520022. doi: 10.1128/spectrum.05200-22. Epub 2023 Apr 27.","Ramos-Tapia I","Microbiol Spectr","2023","2023/04/27","PMC10269505","","10.1128/spectrum.05200-22"
"26547282","Eco-morphological differentiation in Lake Magadi tilapia, an extremophile cichlid fish living in hot, alkaline and hypersaline lakes in East Africa","Kavembe GD, Kautt AF, Machado-Schiaffino G, Meyer A.","Mol Ecol. 2016 Apr;25(7):1610-25. doi: 10.1111/mec.13461. Epub 2016 Jan 18.","Kavembe GD","Mol Ecol","2016","2015/11/09","","","10.1111/mec.13461"
"31538256","Two novel alkaliphiles, Bacillus alkalisoli sp. nov., and Bacillus solitudinis sp. nov., isolated from saline-alkali soil","Liu GH, Narsing Rao MP, Dong ZY, Wang JP, Chen Z, Liu B, Li WJ.","Extremophiles. 2019 Nov;23(6):759-764. doi: 10.1007/s00792-019-01127-2. Epub 2019 Sep 19.","Liu GH","Extremophiles","2019","2019/09/21","","","10.1007/s00792-019-01127-2"
"10357000","Novel archaeal phylotypes from an East African alkaline saltern","Grant S, Grant WD, Jones BE, Kato C, Li L.","Extremophiles. 1999 May;3(2):139-45. doi: 10.1007/s007920050109.","Grant S","Extremophiles","1999","1999/06/05","","","10.1007/s007920050109"
"19387766","Changes in the bacterial populations of the highly alkaline saline soil of the former lake Texcoco (Mexico) following flooding","Valenzuela-Encinas C, Neria-González I, Alcántara-Hernández RJ, Estrada-Alvarado I, Zavala-Díaz de la Serna FJ, Dendooven L, Marsch R.","Extremophiles. 2009 Jul;13(4):609-21. doi: 10.1007/s00792-009-0244-4. Epub 2009 Apr 23.","Valenzuela-Encinas C","Extremophiles","2009","2009/04/24","","","10.1007/s00792-009-0244-4"
"27726599","Novel hydrolytic extremely halotolerant alkaliphiles from mature landfill leachate with key involvement in maturation process","Remmas N, Melidis P, Voltsi C, Athanasiou D, Ntougias S.","J Environ Sci Health A Tox Hazard Subst Environ Eng. 2017 Jan 2;52(1):64-73. doi: 10.1080/10934529.2016.1229931. Epub 2016 Oct 11.","Remmas N","J Environ Sci Health A Tox Hazard Subst Environ Eng","2017","2016/10/12","","","10.1080/10934529.2016.1229931"
"38302670","Calcium carbonate precipitating extremophilic bacteria in an Alpine ice cave","Lange-Enyedi NT, Németh P, Borsodi AK, Spötl C, Makk J.","Sci Rep. 2024 Feb 1;14(1):2710. doi: 10.1038/s41598-024-53131-y.","Lange-Enyedi NT","Sci Rep","2024","2024/02/01","PMC10834452","","10.1038/s41598-024-53131-y"
"26290358","Filamentous anoxygenic phototrophic bacteria from cyanobacterial mats of Alla hot springs (Barguzin Valley, Russia)","Gaisin VA, Kalashnikov AM, Sukhacheva MV, Namsaraev ZB, Barhutova DD, Gorlenko VM, Kuznetsov BB.","Extremophiles. 2015 Nov;19(6):1067-76. doi: 10.1007/s00792-015-0777-7. Epub 2015 Aug 20.","Gaisin VA","Extremophiles","2015","2015/08/21","","","10.1007/s00792-015-0777-7"
"15309564","Thialkalivibrio halophilus sp. nov., a novel obligately chemolithoautotrophic, facultatively alkaliphilic, and extremely salt-tolerant, sulfur-oxidizing bacterium from a hypersaline alkaline lake","Banciu H, Sorokin DY, Galinski EA, Muyzer G, Kleerebezem R, Kuenen JG.","Extremophiles. 2004 Aug;8(4):325-34. doi: 10.1007/s00792-004-0391-6. Epub 2004 May 15.","Banciu H","Extremophiles","2004","2004/08/17","","","10.1007/s00792-004-0391-6"
"30304581","Novel extremophilic proteases from Pseudomonas aeruginosa M211 and their application in the hydrolysis of dried distiller's grain with solubles","Flores-Fernández CN, Cárdenas-Fernández M, Dobrijevic D, Jurlewicz K, Zavaleta AI, Ward JM, Lye GJ.","Biotechnol Prog. 2019 Jan;35(1):e2728. doi: 10.1002/btpr.2728. Epub 2018 Oct 22.","Flores-Fernández CN","Biotechnol Prog","2019","2018/10/11","","","10.1002/btpr.2728"
"28389755","Soda pans of the Pannonian steppe harbor unique bacterial communities adapted to multiple extreme conditions","Szabó A, Korponai K, Kerepesi C, Somogyi B, Vörös L, Bartha D, Márialigeti K, Felföldi T.","Extremophiles. 2017 May;21(3):639-649. doi: 10.1007/s00792-017-0932-4. Epub 2017 Apr 7.","Szabó A","Extremophiles","2017","2017/04/09","","","10.1007/s00792-017-0932-4"
"11139081","Highly alkaline pectate lyase Pel-4A from alkaliphilic Bacillus sp. strain P-4-N: its catalytic properties and deduced amino acid sequence","Kobayashi T, Hatada Y, Suzumatsu A, Saeki K, Hakamada Y, Ito S.","Extremophiles. 2000 Dec;4(6):377-83. doi: 10.1007/s007920070008.","Kobayashi T","Extremophiles","2000","2001/01/04","","","10.1007/s007920070008"
"15322951","Marinobacter alkaliphilus sp. nov., a novel alkaliphilic bacterium isolated from subseafloor alkaline serpentine mud from Ocean Drilling Program Site 1200 at South Chamorro Seamount, Mariana Forearc","Takai K, Moyer CL, Miyazaki M, Nogi Y, Hirayama H, Nealson KH, Horikoshi K.","Extremophiles. 2005 Feb;9(1):17-27. doi: 10.1007/s00792-004-0416-1. Epub 2004 Aug 19.","Takai K","Extremophiles","2005","2004/08/24","","","10.1007/s00792-004-0416-1"
"25574563","Hydrated silica exterior produced by biomimetic silicification confers viral vaccine heat-resistance","Wang G, Wang HJ, Zhou H, Nian QG, Song Z, Deng YQ, Wang X, Zhu SY, Li XF, Qin CF, Tang R.","ACS Nano. 2015 Jan 27;9(1):799-808. doi: 10.1021/nn5063276. Epub 2015 Jan 15.","Wang G","ACS Nano","2015","2015/01/10","","","10.1021/nn5063276"
"31768644","Azo dyes decolorization under high alkalinity and salinity conditions by Halomonas sp. in batch and packed bed reactor","Montañez-Barragán B, Sanz-Martín JL, Gutiérrez-Macías P, Morato-Cerro A, Rodríguez-Vázquez R, Barragán-Huerta BE.","Extremophiles. 2020 Mar;24(2):239-247. doi: 10.1007/s00792-019-01149-w. Epub 2019 Nov 25.","Montañez-Barragán B","Extremophiles","2020","2019/11/27","","","10.1007/s00792-019-01149-w"
"19050822","Respiratory and dissimilatory nitrate-reducing communities from an extreme saline alkaline soil of the former lake Texcoco (Mexico)","Alcántara-Hernández RJ, Valenzuela-Encinas C, Marsch R, Dendooven L.","Extremophiles. 2009 Jan;13(1):169-78. doi: 10.1007/s00792-008-0207-1. Epub 2008 Dec 3.","Alcántara-Hernández RJ","Extremophiles","2009","2008/12/04","","","10.1007/s00792-008-0207-1"
"27503443","Corrigendum to ""Alkaline bioleaching of municipal solid waste incineration fly ash by autochthonous extremophiles"" [Chemosphere vol. 160 (2016) 54-61]","Ramanathan T, Ting YP.","Chemosphere. 2016 Dec;164:692. doi: 10.1016/j.chemosphere.2016.07.084. Epub 2016 Aug 5.","Ramanathan T","Chemosphere","2016","2016/08/10","","","10.1016/j.chemosphere.2016.07.084"
"30701281","Streptococcus macedonicus strains isolated from traditional fermented milks: resistance to gastrointestinal environment and adhesion ability","Khaldi TEM, Kebouchi M, Soligot C, Gomri MA, Kharroub K, Le Roux Y, Roux E.","Appl Microbiol Biotechnol. 2019 Mar;103(6):2759-2771. doi: 10.1007/s00253-019-09651-z. Epub 2019 Jan 30.","Khaldi TEM","Appl Microbiol Biotechnol","2019","2019/02/01","","","10.1007/s00253-019-09651-z"
"35190857","Biosynthesis of Calcite Nanocrystal by a Novel Polyextremophile Bhargavaea cecembensis-Related Strain Isolated from Sandy Soil","Elmi F, Etemadifar Z, Emtiazi G.","Microb Ecol. 2023 Feb;85(2):698-707. doi: 10.1007/s00248-022-01977-y. Epub 2022 Feb 21.","Elmi F","Microb Ecol","2023","2022/02/22","","","10.1007/s00248-022-01977-y"
"30897508","Interactive effects of salinity and nitrogen forms on plant growth, photosynthesis and osmotic adjustment in maize","Hessini K, Issaoui K, Ferchichi S, Saif T, Abdelly C, Siddique KHM, Cruz C.","Plant Physiol Biochem. 2019 Jun;139:171-178. doi: 10.1016/j.plaphy.2019.03.005. Epub 2019 Mar 12.","Hessini K","Plant Physiol Biochem","2019","2019/03/22","","","10.1016/j.plaphy.2019.03.005"
